Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.127802;0;0;0;-1;-5.71537e+200
2;10;0;0;0;0.134021;0;0;0;-1;-1.13257e+287
3;10;0;0;0;0.108061;0;0;0;-1;-3.25476e+250
4;10;0;22.0275;0;0.159869;0;0;0;-1;-7.31061e+186
5;10;0.00191109;18.6733;0;0.134574;0;0;0;-1;-7.08732e+278
6;10;0;0;0;2.12449;0;0;0;-1;-1.62318e+181
7;10;0;0.00172611;0;0.168781;0;0;0;-1;-7.87788e+231
8;10;0;0;0;0.102643;0;0;0;-1;-2.77683e+279
9;10;1.98992;2.71956;0;0.172284;0;0;0;-1;-5.79774e+174
10;10;0;0;0;0.169293;0;0;0;-1;-1.99136e+236
11;10;7.01728;18.8987;0;0.237181;0;0;0;-1;-1.89151e+178
12;10;0.0119269;0.0431122;0;0.920117;0;0;0;-1;-7.54601e+216
13;10;0.0402157;0.0579738;0;0.125292;0;0;0;-1;-6.30735e+280
14;10;0.0503295;0.0668459;0;0.126583;0;0;0;-1;-4.48018e+167
15;10;0.221618;0.304246;0;0.197178;0;0;0;-1;-1.42611e+234
16;10;0.928413;1.28521;0;0.186053;0;0;0;-1;-3.33268e+178
17;10;0.208143;1.4422;0;0.238632;0;0;0;-1;-2.69397e+245
18;10;0.0139834;0.15539;0;0.20113;0;0;0;-1;-5.98544e+261
19;10;0.0239668;0.136417;0;0.767938;0;0;0;-1;-1.77592e+170
20;10;0.0510427;0.137108;0;0.178746;0;0;0;-1;-6.56134e+174
21;10;4.01216e-05;0.242312;0;0.239202;0;0;0;-1;-5.0375e+275
22;10;0.0282243;0.0559588;0;0.299013;0;0;0;-1;-2.43233e+252
23;10;329.457;329.457;0;0.480766;0;0;0;-1;-2.26706e+275
24;10;107.183;109.402;0;0.411896;0;0;0;-1;-1.30069e+215
25;10;100;149.171;0;0.473968;0;0;0;-1;-5.0277e+184
26;10;100.016;100.05;0;3.23048;0;0;0;-1;-6.15777e+284
27;10;0.886469;71.0961;0;3.22823;0;0;0;-1;-4.9533e+274
28;10;368.848;383.023;0;0.683143;0;0;0;-1;-5.70321e+166
29;10;221.756;222.13;0;1.01302;0;0;0;-1;-2.09678e+176
30;10;462.307;464.8;0;0.649026;0;0;0;-1;-3.06961e+183
